Addison Road,,B53.95211458206177,S53.95211458206177,S54.140050411224365,S54.64273929595947,S54.4884889125824,S54.631470918655396,S54.30385446548462,B54.303855657577515,B489.6178252696991,S380.79282212257385,S54.42491269111633,S435.10242652893066,S54.43344330787659,B544.227489233017,B54.47740125656128,B544.2516462802887,B54.274131298065186,S653.2865214347839,S54.171958923339844,B653.4376792907715,S925.7817318439484,S54.37422800064087,S652.8171064853668,B652.5602331161499,B54.52668905258179,B1360.8872854709625,B54.29218339920044,B109.20630526542664,B54.61507725715637,S870.7638478279114,S54.46191644668579,S762.4057087898254,S54.47209453582764,B435.8578655719757,B54.530274391174316,S490.80848026275635,B926.4965839385986,S654.5867702960968,S54.61128330230713,
Anacostia,,G54.64956974983215,G54.47569537162781,G435.2696273326874,G380.7939305305481,G54.63674759864807,G435.25832200050354,G54.195757150650024,G653.4610590934753,G54.44512152671814,G381.0665967464447,G217.25124382972717,G54.69416308403015,G54.694161891937256,G489.49095368385315,G489.49095487594604,G54.455243825912476,G54.45524334907532,G381.16749334335327,G54.30389189720154,G544.6688742637634,G381.32057762145996,G54.454142808914185,G54.511284589767456,G381.0885157585144,G54.42962622642517,G436.83614778518677,G54.413899421691895,
Archives-Navy Memorial-Penn Quarter,,G54.64356350898743,Y54.61972498893738,G435.47178983688354,G54.43193817138672,G489.9105360507965,Y380.8070499897003,Y54.41064143180847,Y54.473607301712036,Y54.304972648620605,Y54.10247802734375,Y435.1506190299988,Y54.41121029853821,Y54.71143841743469,G435.54174160957336,G435.31792521476746,G54.426554679870605,G54.13111329078674,Y272.6129059791565,Y272.4055452346802,Y54.44617486000061,G489.89426708221436,G54.44765090942383,G544.8574736118317,Y489.99069571495056,G54.46769070625305,Y54.46769142150879,Y652.8624393939972,Y53.97229290008545,G380.37465262413025,G489.4890103340149,G54.40035581588745,Y489.33060359954834,Y54.50097107887268,Y381.30724000930786,G381.08479475975037,G54.71268320083618,G544.6769919395447,Y381.2200698852539,Y54.61822962760925,Y381.2387490272522,G326.76553082466125,G54.31682777404785,G489.9989507198334,G54.947792053222656,Y490.39837741851807,Y54.538151264190674,Y545.2700052261353,Y54.5799446105957,Y54.70210647583008,Y54.55557870864868,G327.4609942436218,G491.25461888313293,G54.65177845954895,
Arlington Cemetery,,B653.0289962291718,B54.43080735206604,B653.4553997516632,B54.445969581604004,B653.4538600444794,B54.06246542930603,B653.0774626731873,B816.6972200870514,B925.2213499546051,B54.46021294593811,B544.7612063884735,B54.552875995635986,B490.91674542427063,B54.7047176361084,
Ashburn,,S54.62960457801819,S1415.2487215995789,
Ballston-MU,,O53.97154760360718,S54.34002208709717,O54.311131715774536,S489.6862678527832,O707.5818548202515,O54.30107355117798,O762.1967356204987,O54.43140912055969,S707.2923498153687,S1088.3127856254578,S54.338067054748535,O1034.3096809387207,O653.0932188034058,O54.22413110733032,S435.6057744026184,S54.12325644493103,S652.9557540416718,S54.416281938552856,O543.9210350513458,O54.47969698905945,O653.4352033138275,O54.28124523162842,S871.3367795944214,O762.9531280994415,O54.53936815261841,S1198.9513201713562,S490.9194791316986,S54.70019769668579,S54.70019817352295,O817.9174137115479,O54.417691707611084,O272.7837634086609,O54.64823770523071,
Benning Road,,B54.636088848114014,S490.0875828266144,S54.61710524559021,S54.48106646537781,B489.6815359592438,B54.29859972000122,B54.09917235374451,S380.8650221824646,S54.47869658470154,B653.3157436847687,B54.34710764884949,S925.1840796470642,S54.637755155563354,B544.0672690868378,B54.109943866729736,B1306.2652215957642,B54.713966369628906,S1306.0010902881622,B163.1623432636261,S54.53589916229248,B54.46078634262085,S870.4394726753235,S54.36492919921875,B653.6009721755981,B54.69947338104248,B381.2299587726593,B54.46120834350586,S435.93486189842224,S54.318411111831665,S762.8669321537018,S491.2672209739685,S54.646820306777954,B872.2834272384644,
Bethesda,,R54.639275550842285,R381.07821393013,R271.7107644081116,R54.38212966918945,R272.26579880714417,R54.097896575927734,R435.4899089336395,R54.479814291000366,R272.155145406723,R217.90828895568848,R326.71891164779663,R271.6953158378601,R218.2527539730072,R435.74082612991333,R54.23436117172241,R489.52392864227295,R54.342257022857666,R380.75870633125305,R54.53386950492859,R217.66797161102295,R54.367063760757446,R218.1245768070221,R54.28634238243103,R326.92609190940857,R54.49163508415222,R381.06836199760437,R54.621790647506714,R54.76184678077698,R218.22340607643127,R54.57310390472412,R272.8795130252838,R54.43253016471863,
Braddock Road,,Y54.36551761627197,B54.2833948135376,B54.314372062683105,Y598.6195912361145,Y54.09213900566101,Y598.3116071224213,B707.4692008495331,B762.200026512146,Y381.5018661022186,B54.41106081008911,Y54.4777557849884,Y598.6059813499451,Y326.588495016098,Y54.430121183395386,B598.6958122253418,B54.413127422332764,B870.7974519729614,Y435.6324610710144,B54.107545614242554,Y54.107544898986816,Y380.4042773246765,Y54.4407274723053,Y218.03282403945923,Y54.343475341796875,B490.04086327552795,B54.37216806411743,Y599.4051697254181,B816.6376075744629,Y54.113579988479614,B54.11358070373535,B54.47118401527405,B54.45717978477478,B54.553409576416016,B54.45287203788757,B54.31967782974243,B54.61384081840515,B54.8478364944458,B654.2137272357941,B54.499369859695435,B54.53020429611206,B54.53020524978638,Y545.2996344566345,B54.554057598114014,Y54.526482343673706,Y1253.552211523056,
Branch Ave,,G979.557398557663,G1905.6514825820923,
Brookland-CUA,,R54.61792254447937,R326.2664773464203,R54.269880056381226,R326.46111154556274,R54.36629009246826,R109.11537218093872,R272.16345500946045,R54.37379336357117,R217.26578879356384,R54.610857248306274,R54.53284740447998,R54.45315980911255,R326.4888608455658,R54.46010136604309,R217.8993513584137,R54.47989535331726,R217.91914463043213,R435.4737799167633,R489.58672976493835,R54.11295032501221,R54.64312028884888,R271.64256477355957,R54.42720866203308,R544.0580654144287,R54.535271644592285,R490.2866599559784,R272.4062159061432,R54.6873459815979,R54.68734550476074,R108.59061574935913,R54.46304154396057,R217.5961399078369,R54.47203779220581,R163.53697872161865,R54.41440749168396,R381.871395111084,R327.6669924259186,R218.34872817993164,
Capitol Heights,,B54.32480788230896,S54.324806928634644,S489.49188899993896,S381.0065267086029,S54.0901997089386,B544.2522616386414,B54.44593405723572,B598.7641668319702,B54.71883845329285,S598.8568415641785,S54.358511447906494,S979.8513338565826,S54.10819959640503,B598.4624402523041,B54.6503210067749,S653.1461184024811,S54.61643147468567,B1360.5553011894226,B652.7796058654785,B163.438405752182,B54.66825604438782,S870.9932985305786,S54.69661808013916,S707.864223241806,S54.48753643035889,B435.5827395915985,S435.89734148979187,S54.42655158042908,B926.9355342388153,B54.53785252571106,
Capitol South,,O54.627678871154785,O54.502612352371216,O54.804447889328,O54.20842623710632,S54.32197952270508,O54.35364651679993,B54.63283681869507,B54.483298778533936,O543.6878681182861,S924.4312393665314,O54.61453938484192,S54.711249589920044,S816.58216381073,S54.494062662124634,B707.700835943222,B54.34866809844971,B54.069791078567505,B1360.4128131866455,B54.35913920402527,B54.73819017410278,B54.73819065093994,O1088.96528840065,O54.434136629104614,S435.4734823703766,B217.61831521987915,S54.10625648498535,B54.658921003341675,S925.3063535690308,S54.2853684425354,B434.9985315799713,O380.3945634365082,B54.46269702911377,O1197.2443928718567,B326.1959102153778,O54.56186294555664,B54.554476499557495,S435.40930676460266,S54.36456084251404,S380.69794750213623,S54.54318618774414,O653.8529133796692,B653.8529124259949,O54.11042332649231,B54.11042594909668,S435.68142652511597,S54.63699817657471,O708.0562753677368,S707.9940853118896,B816.864940404892,B545.3235943317413,O654.5681385993958,O54.53540658950806,S654.4258184432983,S54.640156507492065,O709.0659749507904,
Cheverly,,O54.36974048614502,O54.50025415420532,O544.3801710605621,O816.0977714061737,O54.73786973953247,O652.9209823608398,O54.02591371536255,O925.0562405586243,O54.5922577381134,O653.6221928596497,O54.7106146812439,O490.25230145454407,O54.42742919921875,O545.0916147232056,O54.32321214675903,
Clarendon,,S54.35333180427551,O544.1657140254974,O54.58483672142029,S435.33034110069275,S54.71956992149353,S870.805436372757,S54.466256856918335,S54.309048891067505,S54.737587213516235,O761.9607059955597,O54.06645941734314,O979.7075228691101,S653.2640118598938,O54.6392707824707,S54.42889356613159,S544.3410930633545,S54.31368160247803,O653.0137226581573,O543.8448622226715,O54.525230884552,S652.609804391861,S54.70405721664429,S816.4763290882111,S54.31338930130005,S54.71213102340698,O707.9587962627411,O762.3824079036713,O54.51137661933899,S490.3252069950104,S54.767914056777954,O327.36123752593994,S218.11872601509094,S54.4190878868103,S1199.1977813243866,
Cleveland Park,,R54.31370997428894,R54.349241971969604,R108.70444393157959,R54.611141204833984,R217.97499203681946,R54.31511735916138,R326.3609924316406,R54.722675800323486,R326.4673318862915,R163.06263136863708,R54.74093413352966,R54.740933418273926,R54.37881135940552,R109.00640749931335,R54.443281412124634,R435.4697859287262,R326.51490330696106,R54.30730056762695,R272.1332745552063,R54.16984677314758,R271.62011194229126,R54.46107268333435,R380.7396218776703,R54.68963575363159,R163.26796221733093,R490.4313187599182,R54.693079233169556,R54.28166937828064,R326.7769103050232,R54.50586986541748,R490.17729473114014,R54.68577766418457,R436.6409296989441,R54.41183090209961,R436.38390922546387,
College Park-U of Md,,G54.30307698249817,G54.34417223930359,G435.08885955810547,G54.58748197555542,G435.6930549144745,G54.28320813179016,G326.911803483963,G54.62838530540466,G489.6179883480072,G271.81720328330994,G54.63563585281372,G435.663254737854,G54.050671100616455,G434.80898571014404,G54.602083921432495,G435.66144323349,G54.405508279800415,G490.2946672439575,G54.28438115119934,G435.83974027633667,G54.499409198760986,G545.2591073513031,G54.535024642944336,G54.327470541000366,G381.88606452941895,G54.73036861419678,G218.21037530899048,
Columbia Heights,,G54.862433671951294,G380.4764606952667,G54.299909830093384,G380.7007818222046,G54.276734828948975,G544.4060864448547,G490.02286672592163,G54.363688468933105,G544.1033973693848,G326.4390001296997,G54.6349401473999,G54.45674514770508,G489.55567836761475,G652.5927324295044,G54.71332406997681,G435.61918592453003,G54.401718616485596,G272.22597193717957,G381.50980615615845,G54.33432173728943,G545.2736940383911,G327.5279932022095,G54.32154059410095,G327.2868986129761,
Congress Heights,,G54.283724546432495,G54.433159589767456,G54.22724270820618,G272.0729591846466,G54.46588659286499,G54.430028200149536,G490.0592634677887,G381.1874885559082,G54.427942991256714,G598.9330623149872,G272.08893370628357,G54.434064626693726,G489.762446641922,G54.1881046295166,G543.8870267868042,G380.73322010040283,G54.273746728897095,G54.714252948760986,G381.0390188694,G54.63738703727722,G490.39065766334534,G54.49733304977417,G327.3216984272003,G54.53495526313782,G490.67914152145386,G54.51297950744629,
Court House,,O54.47438192367554,O54.37047839164734,S54.6030855178833,O489.8395833969116,O54.4636926651001,O54.43130564689636,O53.98903489112854,O54.59516954421997,S924.4651188850403,O54.72554683685303,S54.725547075271606,S435.35046672821045,S54.50611233711243,S54.29665231704712,S54.75267553329468,S54.371187686920166,S54.63169884681702,O925.2237207889557,O544.1002893447876,O54.5707368850708,O54.519782066345215,S598.62007188797,O54.621888637542725,S54.62189030647278,S54.467345237731934,S435.3283634185791,S54.29946327209473,S54.64575505256653,O543.9712383747101,O54.64938688278198,O543.8901193141937,O54.459563970565796,O54.43337273597717,S598.3599071502686,S761.7418975830078,S54.207093954086304,S54.20708990097046,S54.61225771903992,O599.1730799674988,O762.4771809577942,O54.314743995666504,O54.31474208831787,S490.2625057697296,S54.6656334400177,S54.63526010513306,O327.536749124527,S218.05341720581055,S54.95215034484863,
Crystal City,,B54.56556248664856,Y54.15176749229431,Y380.68988060951233,Y54.26818537712097,B653.2136101722717,Y380.7558901309967,Y54.597256660461426,Y54.72285032272339,Y54.25702142715454,Y544.3960249423981,Y54.62541842460632,B653.3584129810333,Y435.27294659614563,B707.3953268527985,Y54.55937743186951,B54.52935719490051,Y435.33778643608093,Y272.3542881011963,Y325.91020011901855,Y54.66136431694031,B761.5157344341278,Y543.9502704143524,B870.8492381572723,Y435.5453636646271,B544.5636103153229,Y708.1373765468597,Y54.672669649124146,Y654.2373938560486,Y54.53392744064331,B1089.9044134616852,Y54.3381552696228,B54.33815789222717,B54.51204514503479,Y382.02272486686707,Y54.57749271392822,
Deanwood,,O53.96481394767761,O54.60593223571777,O815.9118485450745,O54.59727454185486,O762.297358751297,O54.395161867141724,O490.33397674560547,O53.916653633117676,O653.1834955215454,O979.1856820583344,O54.63313174247742,O435.65972447395325,O707.9748251438141,O54.50439929962158,O600.1526725292206,O54.38711595535278,O654.6018233299255,O54.41864490509033,
Downtown Largo,,B707.9025838375092,B54.383615255355835,B652.4488253593445,S2176.653046131134,B817.0328304767609,B54.50464463233948,B54.504642486572266,B54.32374358177185,B54.51617193222046,S654.1977303028107,S54.68042516708374,B600.0293080806732,
Dunn Loring-Merrifield,,O54.622543811798096,O54.21605157852173,O653.272439956665,O54.368927240371704,O707.8229563236237,O54.11794090270996,O707.4872345924377,O54.00028920173645,O1143.247998714447,O653.8007707595825,O54.47846484184265,O54.4946186542511,O435.7361991405487,O54.65145015716553,O654.1458864212036,O54.727689266204834,
Dupont Circle,,R53.95340061187744,R54.13722896575928,R54.78238534927368,R54.78238534927368,R54.28953766822815,R54.871257066726685,R109.16079449653625,R54.14277720451355,R326.60682010650635,R54.210957288742065,R489.4847741127014,R54.35627460479736,R54.19240880012512,R163.07290267944336,R54.42473912239075,R163.35960268974304,R54.697166442871094,R381.53460597991943,R54.38044285774231,R435.1536636352539,R54.73479390144348,R54.432223320007324,R272.0376629829407,R54.547568559646606,R54.54756760597229,R325.86724829673767,R325.86724877357483,R54.574005365371704,R54.57400369644165,R54.485992193222046,R54.393500328063965,R163.37300562858582,R54.60275673866272,R217.91563606262207,R54.53490996360779,R490.0030827522278,R54.47628903388977,R489.93975949287415,R54.51069760322571,R436.33834648132324,R327.3691327571869,R54.35614895820618,
East Falls Church,,O54.29670548439026,S435.3576068878174,S54.43949747085571,O707.3351571559906,O54.69187569618225,O762.0270340442657,O54.231199979782104,S707.6239411830902,O707.7917821407318,S1143.328898191452,S54.19302320480347,S598.9345788955688,S54.26811742782593,O1088.4909222126007,O54.388952016830444,S435.17612886428833,S54.620720624923706,O707.2464365959167,O54.595319986343384,O490.34736704826355,O54.5062096118927,S1197.8301918506622,S54.66356611251831,S871.6306746006012,O762.8987095355988,S54.661296129226685,O54.50249767303467,O763.2522313594818,O54.57586145401001,S436.3473598957062,
Eastern Market,,O53.94045901298523,S54.755085945129395,S54.313318729400635,B54.87365913391113,S54.87365937232971,B54.336488008499146,O54.526567697525024,O653.2068457603455,O54.3604679107666,S979.4692094326019,S870.1991283893585,S54.94794201850891,B762.0625531673431,B54.669248819351196,B1360.419507741928,S435.27243638038635,B54.50993537902832,S54.50993371009827,O1088.6773183345795,O54.19270896911621,B217.59568285942078,B598.5345721244812,S979.4410226345062,O1251.3429188728333,O54.57312488555908,O326.27493381500244,S434.93774008750916,O54.37953066825867,S54.37952923774719,B380.86529994010925,B54.18099761009216,S435.9773201942444,B707.6955749988556,B54.38994073867798,O707.977068901062,O653.6082389354706,S653.6082406044006,O54.50722408294678,S54.507224559783936,S489.87671637535095,B762.7900023460388,B54.65510177612305,B490.40588450431824,B54.66933536529541,O654.612104177475,O54.398512840270996,O654.5772976875305,O54.43016719818115,
Eisenhower Avenue,,Y53.94506907463074,Y381.19047355651855,Y489.7948818206787,Y54.455466508865356,Y54.55227518081665,Y326.18788957595825,Y54.70742726325989,Y598.5007529258728,Y54.93876671791077,Y435.5862007141113,Y544.2622838020325,Y54.18678045272827,Y435.5269572734833,Y54.26515007019043,Y380.6442165374756,Y54.523130655288696,Y544.2631602287292,Y435.85655426979065,Y54.58922791481018,Y544.5816345214844,Y54.320106506347656,
Farragut North,,R53.94360089302063,R54.15408372879028,R54.74046230316162,R54.50840163230896,R54.47961759567261,R326.3981592655182,R54.54902768135071,R163.21058559417725,R54.322930335998535,R543.8258230686188,R54.697582721710205,R163.065664768219,R54.93715572357178,R381.3526871204376,R54.1757447719574,R271.8973491191864,R54.75368118286133,R435.27758622169495,R54.49962782859802,R54.483540058135986,R54.18494892120361,R326.5563061237335,R54.2619366645813,R163.0738160610199,R54.3751482963562,R435.16959953308105,R272.2372679710388,R54.371458768844604,R54.91299819946289,R490.3767032623291,R54.583624839782715,R435.4103434085846,R435.81521129608154,R54.65087175369263,R327.5769124031067,R54.706419229507446,R327.2554633617401,R54.44890022277832,
Farragut West,,O54.1587975025177,S54.1488778591156,B54.5434410572052,O54.324079275131226,O54.25180506706238,O54.575528621673584,O54.52300572395325,O871.0748090744019,O54.23107719421387,B489.8237154483795,B54.14025163650513,S652.9915125370026,S871.0113620758057,S54.17073392868042,B707.7218532562256,O381.227246761322,B54.393221616744995,O54.36585211753845,B435.7510361671448,B54.6414897441864,S435.59829688072205,O653.5465297698975,S54.485557556152344,O598.0975775718689,S870.614536523819,O54.564358711242676,S54.56435775756836,S434.84480261802673,B815.880720615387,S54.59192132949829,B652.7654259204865,B54.19853448867798,S435.60521268844604,S54.35969614982605,B490.3807125091553,O653.8007316589355,B54.567086935043335,O54.17018008232117,O1088.4483416080475,O54.48941445350647,S653.54057264328,S54.29947018623352,S381.3199875354767,S54.68995809555054,B926.6112997531891,B654.0696837902069,O654.6030259132385,O654.5376951694489,S600.0033934116364,
Federal Center SW,,B53.89364957809448,O54.32546138763428,S54.5433669090271,B653.2022399902344,B54.34800887107849,B54.31903910636902,S54.256489753723145,O544.1963648796082,O54.226638078689575,O54.70820951461792,O54.14423179626465,B1360.8190762996674,S816.4810061454773,B54.141459941864014,S54.1414589881897,O1143.0180678367615,B816.860205411911,B218.04257082939148,B54.27361273765564,B54.49122881889343,S925.5505950450897,S54.67060685157776,S381.386447429657,S54.262117862701416,O380.83149218559265,S54.272738218307495,B380.4611270427704,B434.9523558616638,S380.6482789516449,O1088.6875400543213,S54.47225761413574,O54.47225880622864,S380.78357315063477,S54.61320185661316,O653.4885845184326,S435.8168661594391,S54.166998863220215,B707.9905412197113,B54.52804207801819,B816.8091814517975,O653.2971248626709,O54.70323348045349,S653.5118391513824,S54.64909505844116,O708.4796583652496,O54.508347034454346,B490.88438057899475,B54.71505904197693,S709.040956735611,
Federal Triangle,,O54.141173362731934,O54.75122690200806,S54.68806028366089,B54.47881579399109,S54.49573540687561,S54.533807039260864,S543.7869696617126,S54.24821186065674,B652.9200298786163,B54.539252281188965,B54.53925180435181,B54.28549242019653,O1088.5121200084686,B163.6045365333557,B54.40220594406128,O653.2529208660126,B54.36996674537659,O54.36996626853943,S870.6221237182617,S54.35131359100342,O435.5948657989502,S871.3785009384155,S54.17702579498291,B435.52099537849426,S381.2946922779083,B816.4450740814209,S54.26768970489502,S54.04304337501526,S380.6534070968628,S54.66402769088745,O652.6481025218964,B489.6678457260132,S435.96569323539734,B54.608580350875854,S54.18964505195618,O1088.248941898346,O54.35963439941406,B762.0300507545471,S435.73162317276,O653.8120861053467,O54.32014083862305,O54.65387678146362,B653.5576379299164,S708.6926167011261,O654.3329832553864,O54.507654905319214,S654.1307389736176,S54.51316285133362,B926.6138956546783,B54.48611235618591,
Foggy Bottom-GWU,,S54.742042779922485,O54.4946985244751,B54.33263278007507,B54.27412509918213,O54.6015944480896,S54.60159468650818,O54.256802797317505,B653.1901044845581,B54.35429835319519,B326.5622208118439,B54.2445650100708,B54.62751626968384,B54.49655270576477,B54.37779664993286,S925.2606482505798,S54.31435441970825,O925.0803029537201,O54.752055406570435,O544.3987829685211,S598.6555862426758,O54.454397678375244,B653.4267358779907,B435.3505039215088,B53.984153032302856,B54.333131074905396,S435.57149028778076,S54.677695512771606,O544.2798373699188,O54.1733558177948,O598.5539577007294,O54.27471470832825,S489.23384308815,S870.3538136482239,S54.377265214920044,B707.6913359165192,B762.024466753006,B54.45311737060547,O761.7468163967133,O653.5001232624054,S436.0521125793457,O54.337350845336914,S54.337353467941284,S54.558823347091675,S708.0008602142334,B544.5106890201569,O327.0610992908478,O54.28433346748352,S326.69714403152466,S54.46939134597778,B926.1373591423035,B54.634918212890625,O599.5510399341583,O54.57522463798523,B600.1360261440277,B54.40568685531616,O654.7131125926971,
