Addison Road,,B55.322998046875,B440.764830827713,B55.4398775100708,B55.23958230018616,S882.147078037262,S54.868404150009155,S771.7503821849823,B276.15569734573364,S55.32869744300842,B55.370299100875854,S497.1176698207855,S54.741434812545776,B440.04735469818115,B55.16451573371887,B1047.2503731250763,S660.8317296504974,S54.915430784225464,B441.7156517505646,B607.0569052696228,B55.79450511932373,S994.095273733139,S663.8798387050629,B608.9524590969086,S663.7028584480286,B940.397787809372,B55.384196281433105,S829.5885674953461,B55.670937299728394,S55.6709349155426,
Anacostia,,G55.23129320144653,G219.9204559326172,G55.120577573776245,G440.9607880115509,G385.95834398269653,G55.564579486846924,G551.8841984272003,G55.148590087890625,G385.94343996047974,G330.7948477268219,G54.747636556625366,G54.747638463974,G54.90001630783081,G330.63484382629395,G55.2807776927948,G496.39832973480225,G54.97328567504883,G387.0782814025879,G387.6017529964447,G55.11291289329529,G553.5973482131958,G608.4254770278931,G55.28486752510071,G442.18980741500854,G55.67755579948425,
Archives-Navy Memorial-Penn Quarter,,Y54.90935468673706,G55.63721466064453,Y55.23306226730347,Y276.89245319366455,Y55.005303144454956,G551.2392127513885,G496.1753854751587,G55.064696311950684,Y496.0070195198059,Y54.853954792022705,Y550.9323632717133,G385.775306224823,Y331.7006356716156,G441.61872029304504,G55.44602060317993,G442.12846875190735,G54.9790723323822,Y661.6739451885223,Y440.6014232635498,Y54.89298939704895,G439.9818985462189,G55.149646282196045,Y330.30554032325745,G385.05032896995544,G55.239967823028564,G275.7798161506653,G55.58155632019043,Y331.64595890045166,Y607.0585105419159,G497.97230672836304,Y332.13096046447754,G553.4104526042938,Y55.729636669158936,G55.35875701904297,Y553.7652661800385,Y55.41378164291382,G497.98701190948486,G387.1707344055176,Y442.52949047088623,Y386.6746838092804,Y55.36385631561279,G497.86549139022827,G55.41725492477417,Y497.82487297058105,
Arlington Cemetery,,
Ashburn,,
Ballston-MU,,S55.43207335472107,O55.228503465652466,O54.91209888458252,S440.8497815132141,O606.2102222442627,O772.1640725135803,S1047.4620687961578,S55.0162787437439,O882.1976003646851,S1047.4968979358673,O55.1525342464447,S55.15253472328186,O661.0116195678711,O54.841724157333374,S330.9347321987152,O551.7014808654785,O55.777278661727905,S663.1099593639374,S664.3571825027466,S55.424999475479126,O830.2996916770935,O55.100566387176514,S443.01058626174927,O664.4620749950409,S607.6669254302979,O552.5663557052612,S55.67474818229675,O55.6747510433197,S663.6436581611633,
Benning Road,,B55.07540035247803,B55.12699818611145,S606.6381692886353,B275.7902264595032,B385.84409070014954,B54.96275091171265,S496.69986605644226,S55.45287251472473,B386.3216426372528,B55.4599072933197,B55.2113893032074,S772.5252418518066,S55.04885172843933,B1047.5446646213531,B661.0948383808136,B55.580361127853394,S661.4444754123688,S992.1509227752686,S55.183343172073364,B442.5890791416168,S664.3166646957397,S609.2765362262726,S55.428307056427,S54.97956347465515,B940.8659646511078,B55.209731578826904,B608.5407800674438,B54.97683310508728,B331.4712710380554,
Bethesda,,R55.24769425392151,R331.25047612190247,R275.1614110469818,R55.45969843864441,R330.4843294620514,R220.32215929031372,R497.06518721580505,R331.60191559791565,R54.88309597969055,R220.53376603126526,R330.07768177986145,R54.88331079483032,R55.01876425743103,R330.1406545639038,R275.7739055156708,R55.3736298084259,R276.17710399627686,R55.13417673110962,R165.32182383537292,R55.995500802993774,R387.05883145332336,R387.80723214149475,R55.190152168273926,R498.4193913936615,R166.17425084114075,R55.2675666809082,R331.29497146606445,R275.7098627090454,R55.69165635108948,
Braddock Road,,B55.27182698249817,B55.31600499153137,B55.31600332260132,Y55.63403010368347,Y55.13027739524841,Y385.5674831867218,B551.5139434337616,Y54.79813361167908,B54.798131227493286,B661.291830778122,B55.20484757423401,Y385.9399416446686,Y386.55328726768494,Y55.176283836364746,Y276.3356921672821,B662.4622604846954,B607.2535750865936,B54.97592091560364,B55.03382992744446,Y495.31348872184753,Y550.6675128936768,Y55.12254977226257,Y386.51595401763916,Y55.24047350883484,Y276.1875195503235,Y55.26213884353638,B771.9945940971375,B54.7886757850647,B881.8170981407166,Y498.14766573905945,Y387.75647163391113,Y55.64757323265076,Y55.64757466316223,Y442.07112431526184,Y54.98606276512146,B885.7108669281006,B885.7108678817749,B55.55268573760986,Y662.7953412532806,Y55.697874546051025,Y332.2704772949219,B276.95624327659607,Y55.46647572517395,B55.46647644042969,
Branch Ave,,G1932.607922554016,
Brookland-CUA,,R55.25083041191101,R165.73265147209167,R54.849979400634766,R331.11529421806335,R54.828731536865234,R275.6814305782318,R385.83972811698914,R55.16716241836548,R385.87443709373474,R55.47285199165344,R331.32491183280945,R55.26131749153137,R331.1012477874756,R54.808586835861206,R220.0709228515625,R54.742502212524414,R275.2739677429199,R220.5918779373169,R54.896464824676514,R55.12773656845093,R55.04129338264465,R386.56039905548096,R331.681480884552,R55.29011249542236,R54.77652668952942,R55.99266743659973,R166.17078351974487,R55.507678270339966,R277.3722038269043,R332.06777906417847,R55.425031423568726,R276.1148512363434,R55.084977865219116,R55.71212720870972,R220.52492094039917,R55.55092263221741,R331.7879705429077,
Capitol Heights,,B55.04720592498779,S54.82910919189453,B385.31565737724304,B55.08049273490906,B55.08049249649048,S882.3386704921722,B276.0050005912781,S772.3278410434723,S497.16690587997437,S55.09376263618469,B441.3835732936859,B54.91016340255737,B1047.56574177742,B55.133305072784424,S716.3258726596832,B661.8329148292542,B386.72370076179504,B54.77963089942932,S992.7885012626648,S55.39804744720459,S664.323648929596,S55.127117395401,B554.3807084560394,B55.09238052368164,S609.0277037620544,S54.98932504653931,B940.4717571735382,B55.31329894065857,B332.42770862579346,S829.6676118373871,
Capitol South,,B55.23258113861084,S55.26896786689758,B220.91758823394775,B55.591158866882324,B55.591158628463745,O54.863232374191284,O54.86323428153992,O55.27822732925415,S385.947137594223,O54.82659721374512,S55.092474937438965,S54.93338203430176,B385.60466718673706,B54.92509365081787,O440.8181149959564,O55.12238001823425,S771.7828080654144,S55.227580308914185,B826.9318246841431,B55.39642548561096,O772.3289852142334,S441.7664530277252,B772.311249256134,B330.51275992393494,B54.907413721084595,S992.3673386573792,S55.23108267784119,O882.241991519928,O605.8018214702606,O55.02372217178345,S441.5393421649933,S55.34426164627075,S771.6781799793243,S55.056605100631714,B772.0392446517944,B54.776357889175415,O663.1381828784943,B1105.2584676742554,B55.114354848861694,B443.85079646110535,O830.3263823986053,B55.42252802848816,O55.422529458999634,S664.433614730835,S55.1079421043396,S830.3065412044525,S55.23619723320007,O718.8085081577301,B441.92960381507874,O386.43868613243103,B441.98793935775757,O55.549251317977905,B55.11491322517395,S387.1588900089264,S55.08400106430054,S553.1874663829803,S55.483983278274536,
