Addison Road,,B55.52880835533142,B55.246787786483765,B441.81946539878845,B55.36477732658386,S55.36477708816528,S387.71220326423645,S55.28979015350342,B718.9177432060242,B54.83001399040222,S608.7189145088196,S553.0715730190277,B498.83630752563477,B996.1945111751556,B55.41184115409851,B331.25069427490234,B55.124998569488525,S719.6558060646057,S55.518423318862915,S1051.8468084335327,B719.4964311122894,B55.53618240356445,B276.4193549156189,B54.59519982337952,B940.6312174797058,S774.0773401260376,S55.157158613204956,S934.6531708240509,S487.0929186344147,
Anacostia,,G55.24465250968933,G331.60618782043457,G54.98036241531372,G276.4254548549652,G55.71487617492676,G277.0950515270233,G55.25075078010559,G386.5800516605377,G55.615882873535156,G387.5429129600525,G55.23562240600586,G498.2215139865875,G55.19882535934448,G497.4580388069153,G55.17841649055481,G332.4088795185089,G55.517396688461304,G333.0813527107239,G55.083792209625244,G552.8662753105164,G55.4682457447052,G663.4045250415802,G383.1844413280487,G54.369508028030396,G271.23725056648254,G53.85660672187805,
Archives-Navy Memorial-Penn Quarter,,G55.313660860061646,Y55.08371162414551,G55.083709478378296,Y331.6974322795868,Y55.569732904434204,G552.6660826206207,G442.3285472393036,G55.71559190750122,Y553.3371798992157,Y387.42672204971313,Y55.25404977798462,Y55.25405025482178,G276.04195380210876,G55.37297821044922,Y276.04083585739136,Y55.61014413833618,G497.9136633872986,G55.32843255996704,G332.7235608100891,G55.52617692947388,Y609.1175820827484,Y387.27403140068054,Y55.546541690826416,G387.49214029312134,G55.41017532348633,G331.0551655292511,Y331.05516481399536,G55.325132846832275,G498.40079855918884,Y609.2839415073395,G55.47296738624573,Y55.0843608379364,Y498.66710901260376,G498.66827154159546,Y55.32629323005676,G55.405805826187134,Y332.1446940898895,G387.22905683517456,Y54.88018798828125,G54.880186557769775,G386.35041069984436,G55.78472638130188,Y552.980420589447,Y55.09727430343628,Y384.80991196632385,Y53.839404582977295,G547.6066360473633,Y378.9132180213928,G597.6151037216187,G53.969587564468384,Y433.02335500717163,Y53.79923701286316,
Arlington Cemetery,,
Ashburn,,S939.9657027721405,
Ballston-MU,,S55.367072105407715,O55.36707377433777,S719.391607761383,O663.8851118087769,O55.04025721549988,S442.5852642059326,S55.167705059051514,O497.7529675960541,S719.6660566329956,S55.07232666015625,O829.8251144886017,O609.0378558635712,S664.2271201610565,S110.41339182853699,S55.4281530380249,S664.1556816101074,O664.5057580471039,O55.329450845718384,O830.6240365505219,S719.9667387008667,S936.1462223529816,O714.0506749153137,O54.49716377258301,O711.6887798309326,S871.4438455104828,S433.02963066101074,
Benning Road,,S55.70997595787048,S55.24679470062256,B55.10441327095032,S386.77198338508606,S718.9276468753815,S608.3313131332397,B774.6664242744446,B941.0337874889374,B55.59154963493347,B55.29069519042969,S608.9981713294983,S54.65934109687805,S664.2111315727234,S55.246761322021484,B497.53123116493225,B719.396418094635,B277.15588331222534,B332.1059510707855,B55.542115926742554,S775.3801229000092,S996.7916851043701,S55.28768491744995,S55.28768444061279,B993.1752769947052,S493.4913127422333,B53.82795977592468,B929.8665437698364,B54.404054164886475,S872.2579369544983,S54.25483250617981,
Bethesda,,R442.4705092906952,R331.2281918525696,R55.39826679229736,R221.75775527954102,R55.06332206726074,R497.78444385528564,R331.28747749328613,R332.4706611633301,R55.29885816574097,R442.877140045166,R55.7776403427124,R497.4097089767456,R220.80207109451294,R55.42933964729309,R110.61512112617493,R55.757808208465576,R166.4757204055786,R277.41930866241455,R55.396660566329956,R55.39665937423706,R442.38066482543945,R55.231778383255005,R546.0317087173462,R1043.6441526412964,R162.00400280952454,R53.853251218795776,
Braddock Road,,B55.71291518211365,Y55.03061485290527,Y55.1991331577301,Y386.5884265899658,Y55.646854877471924,B829.4737467765808,B55.07148575782776,Y553.2318377494812,Y55.11150622367859,Y442.308066368103,Y332.9770886898041,Y55.260921478271484,Y55.137033224105835,Y443.3750424385071,B774.4694983959198,B55.2147376537323,Y331.23922634124756,Y331.239226102829,Y55.437798738479614,Y55.43780064582825,B1107.382511138916,B498.43076252937317,B166.03689050674438,B55.40472960472107,B55.30062484741211,B55.30062294006348,Y443.24327993392944,Y55.42757248878479,Y608.9758837223053,Y442.1332812309265,Y331.8282504081726,Y55.433452129364014,Y55.4334511756897,B717.803733587265,B53.789315938949585,B934.3990507125854,B53.938122272491455,Y434.0712640285492,Y434.07126355171204,Y53.74766492843628,Y53.74766421318054,
Branch Ave,,G1936.041523218155,G941.0562016963959,G1925.8571326732635,
